id,word
931,canadiens
932,canal
933,canard
934,canaux
935,cancer
936,candidat
937,candidats
938,candidature
939,canne
940,cannes
941,canon
942,canons
943,cantal
944,canton
945,cantons
946,cao
947,caoutchouc
948,cap
949,capable
950,capables
951,capacite
952,capacites
953,capitaine
954,capital
955,capitale
956,capitalisme
957,capitaux
958,capture
959,caractere
960,caracteres
961,caracterise
962,caracterisee
963,caracteristique
964,caracteristiques
965,caraibes
966,carbone
967,carburant
968,cardiaque
969,cardinal
970,cardinaux
971,carl
972,carlo
973,carlos
974,carnot
975,caroline
976,carolingiens
977,carre
978,carree
979,carrefour
980,carres
981,carriere
982,carte
983,carter
984,cartes
985,carthage
986,cas
987,casablanca
988,case
989,cases
990,casimir
991,casque
992,casterman
993,castille
994,castro
995,catalan
996,catalogne
997,catalogue
998,catastrophe
999,categorie
1000,categories
1001,cathedrale
1002,catherine
1003,catholicisme
1004,catholique
1005,catholiques
1006,caucase
1007,cause
1008,causes
1009,cavalerie
1010,cavaliers
1011,cc
1012,cd
1013,cede
1014,ceinture
1015,celebre
1016,celebres
1017,celebrite
1018,celebrites
1019,celeste
1020,celestes
1021,celle
1022,celle-ci
1023,celles
1024,celles-ci
1025,cellpadding
1026,cellspacing
1027,cellulaire
1028,cellule
1029,cellules
1030,celtes
1031,celtique
1032,celui
1033,celui-ci
1034,cendres
1035,cense
1036,censure
1037,cent
1038,centaine
1039,centaines
1040,center
1041,centimetres
1042,central
1043,centrale
1044,centrales
1045,centre
1046,centre-ville
1047,centres
1048,cents
1049,cependant
1050,ceramique
1051,cercle
1052,cercles
1053,cereales
1054,ceremonie
1055,ceremonies
1056,certain
1057,certaine
1058,certainement
1059,certaines
1060,certains
1061,certes
1062,certitude
1063,cerveau
1064,cesar
1065,cesse
1066,ceux-ci
1067,cf
1068,ch
1069,chacun
1070,chacune
1071,chaine
1072,chaines
1073,chair
1074,chaire
1075,chaleur
1076,challenge
1077,chambre
1078,chambres
1079,champ
1080,champagne
1081,champagne-ardenne
1082,champignon
1083,champignons
1084,champion
1085,championnat
1086,championnats
1087,championne
1088,champions
1089,champs
1090,chan
1091,chance
1092,chancelier
1093,chances
1094,change
1095,changement
1096,changements
1097,changer
1098,chanson
1099,chansons
1100,chant
1101,chante
1102,chanter
1103,chanteur
1104,chanteurs
1105,chanteuse
1106,chantier
1107,chants
1108,chaos
1109,chapeau
1110,chapelle
1111,chapitre
1112,chapitres
1113,char
1114,charbon
1115,charente
1116,charente-maritime
1117,charge
1118,chargee
1119,charges
1120,charlemagne
1121,charles
1122,charlie
1123,charlotte
1124,charme
1125,chars
1126,charte
1127,chartres
1128,chasse
1129,chasser
1130,chasseur
1131,chasseurs
1132,chat
1133,chateau
1134,chateaux
1135,chats
1136,chaud
1137,chaude
1138,chaudes
1139,chauffage
1140,chef
1141,chef-lieu
1142,chefs
1143,chemin
1144,chemins
1145,chene
1146,cher
1147,cherchant
1148,cherche
1149,cherchent
1150,chercher
1151,chercheur
1152,chercheurs
1153,cheval
1154,chevalier
1155,chevaliers
1156,chevaux
1157,cheveux
1158,chez
1159,chicago
1160,chien
1161,chiens
1162,chiffre
1163,chiffrement
1164,chiffres
1165,chili
1166,chimie
1167,chimique
1168,chimiques
1169,chimiste
1170,chine
1171,chinois
1172,chinoise
1173,chinoises
1174,chirac
1175,chirurgie
1176,chirurgien
1177,choc
1178,chocolat
1179,choeur
1180,choisi
1181,choisie
1182,choisir
1183,choisis
1184,choisit
1185,choix
1186,chomage
1187,chose
1188,choses
1189,chretien
1190,chretienne
1191,chretiennes
1192,chretiens
1193,chris
1194,christ
1195,christian
1196,christianisme
1197,christine
1198,christmas
1199,christophe
1200,christopher
1201,chromatique
1202,chromosome
1203,chromosomes
1204,chronique
1205,chroniques
1206,chronologie
1207,chronologies
1208,chronologique
1209,churchill
1210,chute
1211,chypre
1212,ci-dessous
1213,ci-dessus
1214,cia
1215,cible
1216,ciceron
1217,ciel
1218,cimetiere
1219,cineaste
1220,cinema
1221,cinematographique
1222,cinetique
1223,cinq
1224,cinquantaine
1225,cinquante
1226,cinquieme
1227,cio
1228,circonscription
1229,circonscriptions
1230,circonstances
1231,circuit
1232,circuits
1233,circulaire
1234,circulation
1235,cirque
1236,citations
1237,cite
1238,citer
1239,cites
1240,citoyen
1241,citoyens
1242,city
1243,civil
1244,civile
1245,civiles
1246,civilisation
1247,civilisations
1248,civils
1249,clair
1250,claire
1251,clairement
1252,clan
1253,clark
1254,clarke
1255,classe
1256,classee
1257,classees
1258,classement
1259,classer
1260,classes
1261,classification
1262,classique
1263,classiques
1264,claude
1265,claudius
1266,clavecin
1267,clavier
1268,claviers
1269,cle
1270,clear
1271,clef
1272,clement
1273,cleopatre
1274,clerge
1275,clermont
1276,clermont-ferrand
1277,cles
1278,cleveland
1279,client
1280,clients
1281,climat
1282,climatiques
1283,clinique
1284,clinton
1285,clocher
1286,clovis
1287,club
1288,clubs
1289,cm
1290,co
1291,coalition
1292,codage
1293,code
1294,codes
1295,coefficient
1296,coefficients
1297,coeur
1298,coherence
1299,coin
1300,col
1301,colere
1302,colin
1303,coll
1304,collaborateurs
1305,collaboration
1306,collabore
1307,collectif
1308,collection
1309,collections
1310,collective
1311,collectivites
1312,college
1313,collegues
1314,collier
1315,colline
1316,collines
1317,collins
1318,collision
1319,cologne
1320,colombie
1321,colonel
1322,colonial
1323,coloniale
1324,colonie
1325,colonies
1326,colonisation
1327,colonne
1328,colonnes
1329,colons
1330,color
1331,colorado
1332,colspan
1333,columbia
1334,com
1335,combat
1336,combats
1337,combattant
1338,combattants
1339,combattre
1340,combinaison
1341,combinaisons
1342,combine
1343,combustible
1344,combustion
1345,comedie
1346,comedien
1347,comedienne
1348,comics
1349,comique
1350,comite
1351,commandant
1352,commande
1353,commandee
1354,commandement
1355,commandes
1356,commenca
1357,commencant
1358,commence
1359,commencement
1360,commencent
1361,commencer
1362,commencerent
1363,commentaire
1364,commentaires
1365,commerce
1366,commercial
1367,commerciale
1368,commerciales
1369,commerciaux
1370,commis
1371,commissaire
1372,commission
1373,commonwealth
1374,commun
1375,communautaire
1376,communaute
1377,communautes
1378,commune
1379,communement
1380,communes
1381,communication
1382,communications
1383,communiquer
1384,communisme
1385,communiste
1386,communistes
1387,communs
1388,comores
1389,compact
1390,compagnie
1391,compagnies
1392,compagnon
1393,compagnons
1394,company
1395,comparable
1396,comparaison
1397,comparee
1398,comparer
1399,compatible
1400,competence
1401,competences
1402,competition
1403,competitions
1404,compilation
1405,complement
1406,complementaire
1407,complementaires
1408,complet
1409,complete
1410,completement
1411,completer
1412,complexe
1413,complexes
1414,complexite
1415,complot
1416,comportant
1417,comporte
1418,comportement
1419,comportements
1420,comportent
1421,composant
1422,composante
1423,composantes
1424,composants
1425,compose
1426,composee
1427,composees
1428,composent
1429,composer
1430,composes
1431,compositeur
1432,compositeurs
1433,composition
1434,compositions
1435,comprehension
1436,comprenait
1437,comprenant
1438,comprend
1439,comprendre
1440,comprennent
1441,compression
1442,compris
1443,comprise
1444,compromis
1445,comptabilite
1446,comptait
1447,comptant
1448,compte
1449,comptent
1450,compter
1451,comptes
1452,computer
1453,comte
1454,comtes
1455,comtesse
1456,con
1457,conan
1458,concentration
1459,concept
1460,conception
1461,concepts
1462,concernant
1463,concerne
1464,concernent
1465,concernes
1466,concert
1467,concerto
1468,concerts
1469,concevoir
1470,concile
1471,conclure
1472,conclusion
1473,conclusions
1474,concours
1475,concu
1476,concue
1477,concurrence
1478,concurrent
1479,concurrents
1480,concus
1481,condamnation
1482,condamne
1483,condamnes
1484,conde
1485,condition
1486,conditions
1487,conducteur
1488,conduire
1489,conduit
1490,conduite
1491,cone
1492,confederation
1493,conference
1494,conferences
1495,confiance
1496,confie
1497,configuration
1498,confirme
1499,confirmer
1500,conflit
1501,conflits
1502,confluent
1503,confondre
1504,conforme
1505,conformement
1506,confusion
1507,congo
1508,congres
1509,conjecture
1510,conjointement
1511,conjugaison
1512,connaissance
1513,connaissances
1514,connaissent
1515,connaissons
1516,connait
1517,connaitre
1518,connecticut
1519,connexe
1520,connexes
1521,connexion
1522,connu
1523,connue
1524,connues
1525,connus
1526,connut
1527,conquerir
1528,conquete
1529,conquis
1530,conrad
1531,cons
1532,consacre
1533,consacree
1534,consacrer
1535,conscience
1536,conseil
1537,conseiller
1538,conseillers
1539,conseils
1540,consensus
1541,consequence
1542,consequences
1543,consequent
1544,conservateur
1545,conservateurs
1546,conservation
1547,conservatoire
1548,conserve
1549,conservee
1550,conserver
1551,conserves
1552,considerable
1553,considerablement
1554,considerant
1555,considere
1556,consideree
1557,considerees
1558,considerent
1559,considerer
1560,consideres
1561,consistant
1562,consiste
1563,console
1564,consommateurs
1565,consommation
1566,consonne
1567,consonnes
1568,constamment
1569,constance
1570,constant
1571,constante
1572,constantes
1573,constantin
1574,constantinople
1575,constate
1576,constater
1577,constellation
1578,constituant
1579,constitue
1580,constituee
1581,constituees
1582,constituent
1583,constituer
1584,constitues
1585,constitution
1586,constitutionnel
1587,constitutionnelle
1588,constructeur
1589,constructeurs
1590,construction
1591,constructions
1592,construire
1593,construit
1594,construite
1595,construites
1596,construits
1597,consul
1598,consulat
1599,consultation
1600,consulter
1601,contact
1602,contacts
1603,conte
1604,contemporain
1605,contemporaine
1606,contemporains
1607,contenant
1608,contenir
1609,contenu
1610,contenus
1611,contes
1612,contexte
1613,contiennent
1614,contient
1615,continent
1616,continentale
1617,continents
1618,continu
1619,continua
1620,continue
1621,continuent
1622,continuer
1623,continuite
1624,contraction
1625,contradiction
1626,contraint
1627,contrainte
1628,contraintes
1629,contraire
1630,contrairement
1631,contraste
1632,contrat
1633,contrats
1634,contre
1635,contrepartie
1636,contribue
1637,contribution
1638,contributions
1639,controle
1640,controlee
1641,controler
1642,controverse
1643,convaincre
1644,convaincu
1645,convention
1646,conventions
1647,conversion
1648,convertir
1649,convient
1650,cook
1651,cooper
1652,cooperation
1653,coordination
1654,coordonnees
1655,copenhague
1656,copie
1657,copies
1658,coran
1659,corde
1660,cordes
1661,coree
1662,corinthe
1663,corneille
1664,cornelius
1665,corporation
1666,corps
1667,correctement
1668,correspond
1669,correspondance
1670,correspondant
1671,correspondent
1672,correze
1673,corruption
1674,corse
1675,costa
1676,costumes
1677,cote
1678,cote-or
1679,cotes
1680,cotes-armor
1681,coton
1682,cou
1683,couche
1684,couches
1685,coule
1686,couleur
1687,couleurs
1688,county
1689,coup
1690,coupable
1691,coupe
1692,couper
1693,coupes
1694,couple
1695,couples
1696,coups
1697,cour
1698,courage
1699,couramment
1700,courant
1701,courante
1702,courantes
1703,courants
1704,courbe
1705,courbes
1706,coureur
1707,couronne
1708,courrier
1709,cours
1710,course
1711,courses
1712,court
1713,courte
1714,courtes
1715,courts
1716,couru
1717,cousin
1718,coutume
1719,coutumes
1720,couvent
1721,couvert
1722,couverte
1723,couverture
1724,couvre
1725,couvrir
1726,cp
1727,cracovie
1728,crainte
1729,crane
1730,crea
1731,creant
1732,createur
1733,creation
1734,creations
1735,creature
1736,creatures
1737,credit
1738,credite
1739,cree
1740,creee
1741,creees
1742,creent
1743,creer
1744,crees
1745,creme
1746,crete
1747,creuse
1748,creux
1749,cri
1750,cricket
1751,crime
1752,crimes
1753,crise
1754,crises
1755,cristal
1756,cristaux
1757,critere
1758,criteres
1759,critique
1760,critiques
1761,croatie
1762,croire
1763,croisade
1764,croises
1765,croissance
1766,croissant
1767,croissante
1768,croit
1769,croix
1770,cross
1771,croyance
1772,croyances
1773,cru
1774,crue
1775,cruz
1776,csub
1777,cuba
1778,cube
1779,cuir
1780,cuire
1781,cuisine
1782,cuisson
1783,cuite
1784,cuivre
1785,culminant
1786,culte
1787,cultive
1788,cultivee
1789,cultivees
1790,culture
1791,culturel
1792,culturelle
1793,culturelles
1794,culturels
1795,cultures
1796,cup
1797,cure
1798,curiosites
1799,cycle
1800,cycles
1801,cyclisme
1802,cycliste
1803,cylindre
1804,cylindres
1805,d
1806,da
1807,dagger
1808,dakota
1809,dallas
1810,damas
1811,dame
1812,dames
1813,dan
1814,dance
1815,danemark
1816,danger
1817,dangereux
1818,daniel
1819,danny
1820,danois
1821,danse
1822,danses
1823,dante
1824,danube
1825,dargaud
1826,darius
1827,dark
1828,darlan
1829,darwin
1830,das
1831,data
1832,datant
1833,date
1834,datent
1835,dates
1836,dauphin
1837,davantage
1838,dave
1839,david
1840,davis
1841,day
1842,dc
1843,ddffdd
1844,dead
1845,dean
1846,death
1847,debarquement
1848,debat
1849,debats
1850,debit
1851,debout
1852,debuta
1853,debute
1854,debuts
1855,dec
1856,decalage
1857,decede
1858,decedee
1859,decembre
1860,decennie
1861,decennies
1862,decerne
1863,deces
1864,dechets
1865,decida
1866,decide
1867,decident
1868,decider
1869,decimal
1870,decision
1871,decisions
1872,declara
1873,declaration
1874,declare
1875,declin
1876,decomposition
1877,decor
1878,decoration
1879,decors
1880,decoule
1881,decoupage
1882,decouvert
1883,decouverte
1884,decouvertes
1885,decouverts
1886,decouvre
1887,decouvrir
1888,decouvrit
1889,decret
1890,decrire
1891,decrit
1892,decrite
1893,decrites
1894,decrivant
1895,dedie
1896,dediee
1897,deduire
1898,deesse
1899,defait
1900,defaite
1901,defaites
1902,defaut
1903,defauts
1904,defend
1905,defendre
1906,defense
1907,defenseur
1908,defenseurs
1909,deficit
1910,defini
1911,definie
1912,definies
1913,definir
1914,definis
1915,definit
1916,definitif
1917,definition
1918,definitions
1919,definitive
1920,definitivement
1921,deformation
1922,degats
1923,degradation
1924,degre
1925,degres
1926,dei
1927,deja
1928,del
1929,dela
1930,delai
1931,delcourt
1932,delegation
1933,delegue
1934,delegues
1935,delhi
1936,deliberations
1937,della
1938,delta
1939,delta-intkey
1940,demanda
1941,demandant
1942,demande
1943,demandent
1944,demander
1945,demandes
1946,demarche
1947,demeure
1948,demi
1949,demission
1950,demissionne
1951,democrate
1952,democrates
1953,democratie
1954,democratique
1955,demographie
1956,demographique
1957,demon
1958,demons
1959,demonstration
1960,demontre
1961,demontrer
1962,den
1963,denis
1964,dennis
1965,denomination
1966,denonce
1967,dense
1968,densite
1969,dents
1970,denys
1971,depart
1972,departement
1973,departements
1974,depasse
1975,depasser
1976,depend
1977,dependance
1978,dependant
1979,dependent
1980,depenses
1981,depit
1982,deplace
1983,deplacement
1984,deplacements
1985,deplacer
1986,depose
1987,depot
1988,depression
1989,depute
1990,deputes
1991,der
1992,derive
1993,derivee
1994,derivees
1995,derives
1996,dernier
1997,derniere
1998,dernieres
1999,derniers
2000,deroule
2001,deroulement
2002,deroulent
2003,derriere
2004,descartes
2005,descend
2006,descendance
2007,descendant
2008,descendants
2009,descendre
2010,descente
2011,description
2012,desert
2013,design
2014,designant
2015,designation
2016,designe
2017,designer
2018,designes
2019,desintegration
2020,desir
2021,desire
2022,desormais
2023,dessert
2024,dessin
2025,dessinateur
2026,dessine
2027,dessinee
2028,dessinees
2029,dessins
2030,dessous
2031,dessus
2032,destin
2033,destination
2034,destine
2035,destinee
2036,destinees
2037,destines
2038,destruction
2039,detail
2040,detaille
2041,detailles
2042,details
2043,detecter
2044,detection
2045,detention
2046,detenu
2047,determinant
2048,determination
2049,determine
2050,determinee
2051,determiner
2052,detient
2053,detriment
2054,detroit
2055,detruire
2056,detruit
2057,detruite
2058,detruits
2059,dette
2060,dettes
2061,deutsche
2062,deux-sevres
2063,deuxieme
2064,devaient
2065,devait
2066,devant
2067,developpa
2068,developpe
2069,developpee
2070,developpees
2071,developpement
2072,developpent
2073,developper
2074,developpes
2075,developpeurs
2076,devenant
2077,devenir
2078,devenu
2079,devenue
2080,devenus
2081,deviendra
2082,deviennent
2083,devient
2084,devinrent
2085,devint
2086,devise
2087,devra
2088,devraient
2089,di
2090,diable
2091,diacritiques
2092,diagnostic
2093,diagramme
2094,dialecte
2095,dialectes
2096,dialogue
2097,dialogues
2098,diametre
2099,diane
2100,diatonique
2101,dick
2102,dicotyledones
2103,dictateur
2104,dictature
2105,dictionnaire
2106,didier
2107,die
2108,diego
2109,dieu
2110,dieux
2111,differe
2112,difference
2113,differences
2114,different
2115,differente
2116,differentes
2117,differentielle
2118,differents
2119,difficile
2120,difficilement
2121,difficiles
2122,difficulte
2123,difficultes
2124,diffraction
2125,diffuse
2126,diffusee
2127,diffuser
2128,diffusion
2129,digital
2130,digne
2131,dignite
2132,dijon
2133,dimanche
2134,dimension
2135,dimensions
2136,diminue
2137,diminuer
2138,diminution
2139,diocese
2140,dioxyde
2141,diplomate
2142,diplomatique
2143,diplomatiques
2144,diplome
2145,dira
2146,dire
2147,direct
2148,directe
2149,directement
2150,directeur
2151,direction
2152,directions
2153,directive
2154,directoire
2155,dirige
2156,dirigeant
2157,dirigeants
2158,dirigee
2159,diriger
2160,diriges
